"","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageFinish","GarageCars","GarageArea","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","House_Age_Yrs","RemodAdd_Age_Yrs","Garage_Age_Yrs","SalePrice","RoofMatl_WdShngl","FireplaceQu_Ex","HeatingQC_Ex","GarageQual_abv_avg","PoolQC_Ex","Heating_Gas","SaleCondition_Partial","OverallQual2_x_GarageCars","OverallQual2_x_TotRmsAbvGrd_log","OverallQual2_x_GrLivArea","OverallQual2_x_LotArea_log","OverallQual_2"
"616","85","RL",80,8800,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","SFoyer",6,7,"Gable","MetalSd","MetalSd","BrkFace",156,"TA","Gd","PConc","TA","TA","Gd","GLQ",763,"Unf",0,173,936,"Y","SBrkr",1054,0,0,1054,1,0,1,0,3,1,"Gd",6,"Typ",0,"Attchd","RFn",2,480,"TA","Y",120,0,0,0,0,0,"MnPrv","NoM",0,"5","2010","WD",47,47,47,137500,0,0,1,1,0,1,0,72,64.50334089221,37944,326.970252016787,36
"617","60","RL",0,7861,"Pave","NoA","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",457,"Unf",0,326,783,"Y","SBrkr",807,702,0,1509,1,0,2,1,3,1,"Gd",7,"Typ",1,"Attchd","Fin",2,393,"TA","Y",100,75,0,0,0,0,"NoF","NoM",0,"6","2006","WD",4,3,4,183200,0,0,1,1,0,1,0,72,70.0527653659913,54324,322.908087736575,36
"618","45","RL",59,7227,"Pave","NoA","Reg","HLS","AllPub","Corner","Mod","NAmes","Artery","Norm","1Fam","1.5Unf",6,6,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,832,832,"Y","SBrkr",832,0,0,832,0,0,1,0,2,1,"Gd",4,"Typ",0,"Detchd","Unf",2,528,"TA","Y",0,0,0,0,0,0,"NoF","NoM",0,"6","2008","WD",54,54,46,105500,0,0,0,1,0,1,0,72,49.9065970003161,29952,319.880854486187,36
"619","20","RL",90,11694,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,"Hip","CemntBd","CmentBd","BrkFace",452,"Ex","TA","PConc","Ex","TA","Av","GLQ",48,"Unf",0,1774,1822,"Y","SBrkr",1828,0,0,1828,0,0,2,0,3,1,"Gd",9,"Typ",1,"Attchd","Unf",3,774,"TA","Y",0,108,0,0,260,0,"NoF","NoM",0,"7","2007","New",0,0,0,314813,0,0,1,1,0,1,1,243,177.975190764234,148068,758.713324667585,81
"620","60","RL",85,12244,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","2Story",8,5,"Hip","VinylSd","VinylSd","Stone",226,"Gd","TA","PConc","Gd","TA","Gd","GLQ",871,"Unf",0,611,1482,"Y","SBrkr",1482,780,0,2262,1,0,2,1,4,1,"Gd",10,"Typ",2,"Attchd","Fin",3,749,"TA","Y",168,0,0,0,0,0,"NoF","NoM",0,"8","2008","WD",5,5,5,305000,0,0,1,1,0,1,0,192,147.365445951619,144768,602.418643204179,64
"621","30","RL",45,8248,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",3,3,"Gable","Stucco","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","BLQ",41,"Unf",0,823,864,"N","FuseF",864,0,0,864,1,0,1,0,2,1,"TA",5,"Typ",0,"NoG","NoG",0,0,"NoG","N",0,0,100,0,0,0,"NoF","NoM",0,"9","2008","WD",94,58,0,67000,0,0,0,0,0,1,0,0,14.4849412119069,7776,81.1595342312712,9
"622","60","RL",90,10800,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,7,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",956,"Rec",182,384,1522,"Y","SBrkr",1548,1066,0,2614,0,0,2,1,4,1,"TA",9,"Typ",1,"Attchd","RFn",2,624,"TA","Y",38,243,0,0,0,0,"NoF","NoM",0,"6","2008","WD",34,11,34,240000,0,0,0,1,0,1,0,72,79.1000847841039,94104,334.342850872043,36
"623","20","RL",71,7064,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,"Gable","Plywood","Plywood","BrkFace",153,"TA","TA","CBlock","TA","TA","No","BLQ",560,"Unf",0,420,980,"Y","SBrkr",980,0,0,980,0,0,1,0,3,1,"TA",6,"Typ",0,"Detchd","Unf",2,484,"TA","Y",192,0,0,0,0,0,"NoF","NoM",0,"7","2009","WD",32,32,23,135000,0,0,0,1,0,1,0,50,44.7939867307014,24500,221.569168557095,25
"624","160","FV",0,2117,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",6,5,"Gable","MetalSd","MetalSd","BrkFace",513,"Gd","TA","PConc","Gd","TA","No","GLQ",420,"Unf",0,336,756,"Y","SBrkr",756,756,0,1512,0,0,2,1,2,1,"Gd",4,"Typ",1,"Detchd","Unf",2,440,"TA","Y",0,32,0,0,0,0,"NoF","NoM",0,"6","2007","WD",7,7,7,168500,0,0,1,1,0,1,0,72,49.9065970003161,54432,275.679189760855,36
"625","60","RL",80,10400,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,5,"Gable","VinylSd","VinylSd","None",288,"TA","TA","CBlock","TA","TA","No","Rec",247,"Unf",0,485,732,"Y","SBrkr",1012,778,0,1790,1,0,1,2,4,1,"TA",8,"Min2",1,"Attchd","RFn",2,484,"TA","Y",148,0,0,0,147,0,"NoF","NoM",0,"11","2006","WD",34,34,34,165150,0,0,0,1,0,1,0,72,74.8598955004741,64440,332.984199064661,36
"626","20","RL",87,10000,"Pave","NoA","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,"Hip","Wd Sdng","Wd Sdng","BrkFace",261,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1116,1116,"Y","SBrkr",1116,0,0,1116,0,0,1,1,3,1,"TA",5,"Typ",0,"Attchd","Unf",2,440,"TA","Y",0,0,0,0,385,0,"NoF","NoM",0,"2","2010","WD",48,48,48,160000,0,0,0,1,0,1,0,72,57.9397648476276,40176,331.572253391143,36
"627","20","RL",0,12342,"Pave","NoA","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,"Hip","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,978,978,"Y","SBrkr",1422,0,0,1422,0,0,1,0,3,1,"TA",6,"Min1",1,"Attchd","RFn",1,286,"TA","Y",0,0,36,0,0,0,"GdWo","Shed",600,"8","2007","WD",47,29,47,139900,0,0,0,1,0,1,0,25,44.7939867307014,35550,235.519083972025,25
"628","80","RL",80,9600,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",6,6,"Gable","AsbShng","AsbShng","BrkFace",164,"TA","TA","CBlock","TA","TA","Av","BLQ",674,"LwQ",132,350,1156,"Y","SBrkr",1520,0,0,1520,1,0,1,0,3,1,"TA",7,"Typ",2,"Basment","RFn",1,364,"TA","Y",0,0,189,0,0,0,"NoF","NoM",0,"3","2010","WD",55,38,55,153000,0,0,1,1,0,1,0,36,70.0527653659913,54720,330.102661588413,36
"629","60","RL",70,11606,"Pave","NoA","IR1","HLS","AllPub","Inside","Sev","NAmes","Norm","Norm","1Fam","2Story",5,5,"Gable","Plywood","Plywood","BrkFace",192,"TA","TA","PConc","Gd","TA","Av","Rec",650,"Unf",0,390,1040,"Y","SBrkr",1040,1040,0,2080,0,1,1,2,5,1,"Fa",9,"Typ",2,"Attchd","Unf",2,504,"TA","Y",335,0,0,0,0,0,"NoF","NoM",0,"9","2007","WD",38,38,38,135000,0,0,0,1,0,1,0,50,54.9306144334055,52000,233.981937118764,25
"630","80","RL",82,9020,"Pave","NoA","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Feedr","Norm","1Fam","SLvl",6,5,"Gable","Plywood","Wd Sdng","BrkFace",259,"TA","TA","CBlock","TA","TA","Gd","GLQ",624,"Rec",336,288,1248,"Y","SBrkr",1350,0,0,1350,1,0,1,1,3,1,"TA",6,"Typ",0,"Attchd","RFn",2,520,"TA","Y",176,0,0,0,0,0,"GdPrv","NoM",0,"6","2008","WD",44,44,44,168500,1,0,0,1,0,1,0,72,64.50334089221,48600,327.85918607004,36
"631","70","RM",50,9000,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Artery","Norm","1Fam","2Story",5,6,"Gable","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","Fa","Fa","No","Unf",0,"Unf",0,636,636,"Y","FuseA",1089,661,0,1750,0,0,1,0,3,1,"Ex",8,"Typ",0,"Detchd","Unf",1,240,"Po","N",0,0,293,0,0,0,"MnPrv","NoM",0,"6","2006","WD",126,15,69,124000,0,0,0,0,0,1,0,25,51.9860385419959,43750,227.624496407959,25
"632","120","RL",34,4590,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","Twnhs","1Story",8,5,"Gable","VinylSd","VinylSd","Stone",108,"Gd","TA","PConc","Gd","Gd","Mn","GLQ",24,"Unf",0,1530,1554,"Y","SBrkr",1554,0,0,1554,0,0,2,0,2,1,"Gd",6,"Typ",1,"Attchd","RFn",2,627,"TA","Y",156,73,0,0,0,0,"NoF","NoM",0,"8","2007","WD",1,1,1,209500,0,0,1,1,0,1,0,128,114.672606030596,99456,539.624659395494,64
"633","20","RL",85,11900,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,5,"Hip","Plywood","Plywood","BrkFace",209,"TA","Gd","CBlock","TA","TA","No","ALQ",822,"Unf",0,564,1386,"Y","SBrkr",1411,0,0,1411,0,0,2,0,3,1,"TA",6,"Typ",1,"Attchd","Fin",2,544,"TA","Y",192,0,0,0,0,0,"NoF","NoM",0,"4","2009","WD",32,32,32,82500,0,0,0,1,0,1,0,98,87.7962139921747,69139,459.830390275881,49
"634","20","RL",80,9250,"Pave","NoA","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",480,"LwQ",468,108,1056,"Y","SBrkr",1056,0,0,1056,0,1,1,0,3,1,"TA",6,"Typ",0,"Attchd","Unf",1,260,"TA","Y",390,0,0,0,0,0,"NoF","NoM",0,"7","2007","WD",53,2,53,139400,0,0,0,1,0,1,0,25,44.7939867307014,26400,228.309470762662,25
"635","90","RL",64,6979,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","Duplex","SFoyer",6,5,"Gable","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",1056,"Unf",0,0,1056,"Y","SBrkr",1056,0,0,1056,2,0,0,0,0,2,"TA",4,"Typ",0,"Detchd","Unf",2,576,"TA","Y",264,56,0,0,0,0,"GdPrv","Shed",600,"6","2010","WD",30,30,30,144000,0,0,0,1,0,1,0,72,49.9065970003161,38016,318.623793084617,36
"636","190","RH",60,10896,"Pave","Pave","Reg","Bnk","AllPub","Inside","Gtl","SWISU","Feedr","Norm","2fmCon","2.5Fin",6,7,"Hip","VinylSd","VinylSd","None",0,"Fa","TA","CBlock","TA","Fa","No","LwQ",256,"Unf",0,1184,1440,"Y","FuseA",1440,1440,515,3395,0,0,2,0,8,2,"Fa",14,"Typ",0,"NoG","NoG",0,0,"NoG","N",0,110,0,0,0,0,"NoF","NoM",0,"3","2007","WD",93,12,0,200000,0,0,1,0,0,1,0,0,95.0060638661493,122220,334.661437022015,36
"637","30","RM",51,6120,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",2,3,"Gable","AsbShng","AsbShng","None",0,"Fa","Fa","BrkTil","TA","Fa","No","Unf",0,"Unf",0,264,264,"N","FuseA",800,0,0,800,0,0,1,0,1,1,"Fa",4,"Maj1",1,"NoG","NoG",0,0,"NoG","N",0,0,0,0,0,0,"NoF","NoM",0,"1","2009","ConLw",73,59,0,60000,0,0,0,0,0,0,0,0,5.54517744447956,3200,34.8772695020255,4
"638","190","RM",50,6000,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","2fmCon","1.5Fin",5,4,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,811,811,"Y","FuseA",811,576,0,1387,0,0,2,0,3,2,"Gd",7,"Typ",0,"BuiltIn","Unf",1,256,"TA","Y",0,0,0,0,0,0,"NoF","NoM",0,"11","2009","WD",55,55,55,93000,0,0,0,1,0,1,0,25,48.6477537263828,34675,217.487868705255,25
"639","30","RL",67,8777,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Feedr","Norm","1Fam","1Story",5,7,"Gable","MetalSd","Wd Sdng","None",0,"TA","TA","CBlock","Fa","TA","No","Unf",0,"Unf",0,796,796,"Y","FuseA",796,0,0,796,0,0,1,0,2,1,"TA",4,"Typ",0,"NoG","NoG",0,0,"NoG","P",328,0,164,0,0,0,"MnPrv","NoM",0,"5","2008","WD",98,58,0,85000,0,0,0,0,0,1,0,0,34.6573590279973,19900,226.997248564803,25
"640","120","RL",53,3982,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",8,5,"Hip","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Gd","Av","GLQ",1154,"Unf",0,366,1520,"Y","SBrkr",1567,0,0,1567,1,0,2,0,1,1,"Ex",7,"Typ",1,"Attchd","Fin",3,648,"TA","Y",312,0,0,0,0,0,"NoF","NoM",0,"10","2006","New",0,0,0,264561,0,0,1,1,0,1,1,192,124.53824953954,100288,530.530527015945,64
"641","120","RL",62,12677,"Pave","NoA","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",8,5,"Hip","MetalSd","MetalSd","BrkFace",472,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1218,"Unf",0,300,1518,"Y","SBrkr",1518,0,0,1518,0,0,1,1,1,1,"Ex",6,"Typ",1,"Attchd","RFn",2,588,"TA","Y",185,140,0,0,0,0,"NoF","NoM",0,"4","2008","WD",5,4,5,274000,0,0,1,1,0,1,0,128,114.672606030596,97152,604.642854844079,64
"642","60","FV",0,7050,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",738,"Unf",0,319,1057,"Y","SBrkr",1057,872,0,1929,1,0,2,1,3,1,"Gd",7,"Typ",1,"Attchd","Fin",2,650,"TA","Y",0,235,0,0,0,0,"NoF","NoM",0,"5","2007","WD",6,6,6,226000,0,0,1,1,0,1,0,98,95.3495973037104,94521,434.178361894509,49
"643","80","RL",75,13860,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",8,7,"Gable","Plywood","Wd Sdng","None",0,"Gd","TA","CBlock","Gd","TA","Gd","GLQ",1410,"Unf",0,542,1952,"Y","SBrkr",2000,704,0,2704,1,0,2,1,4,1,"Ex",9,"Typ",3,"Attchd","Fin",2,538,"TA","Y",269,111,0,0,0,0,"MnPrv","NoM",0,"7","2009","WD",37,14,37,345000,0,0,0,1,0,1,0,128,140.622372949518,173056,610.352785455609,64
"644","60","RL",80,10793,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","RRAn","Norm","1Fam","2Story",5,5,"Mansard","WdShing","HdBoard","BrkFace",263,"TA","TA","CBlock","TA","TA","No","Rec",493,"BLQ",287,0,780,"Y","SBrkr",780,840,0,1620,0,0,2,1,4,1,"TA",7,"Min1",0,"Attchd","Fin",2,462,"TA","Y",208,0,0,0,0,0,"GdWo","NoM",0,"4","2007","WD",38,38,38,152000,0,0,1,1,0,1,0,50,48.6477537263828,40500,232.166326370634,25
"645","20","FV",85,9187,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",9,5,"Gable","CemntBd","CmentBd","Stone",162,"Ex","TA","PConc","Ex","TA","Mn","GLQ",1121,"Unf",0,645,1766,"Y","SBrkr",1766,0,0,1766,1,0,2,1,2,1,"Ex",7,"Typ",1,"Attchd","Fin",3,478,"TA","Y",195,130,0,0,0,0,"NoF","NoM",0,"10","2009","New",0,0,0,370878,0,0,1,1,0,1,1,243,157.61872207348,143046,739.169122341989,81
"646","20","RL",0,10530,"Pave","NoA","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,"Hip","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",282,"LwQ",35,664,981,"Y","SBrkr",981,0,0,981,1,0,1,1,3,1,"TA",5,"Typ",0,"Detchd","Unf",2,576,"TA","Y",0,312,40,0,0,0,"NoF","NoM",0,"3","2007","WD",36,36,28,143250,0,0,0,1,0,1,0,72,57.9397648476276,35316,333.431409784609,36
"647","20","RL",60,7200,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,"Hip","MetalSd","MetalSd","None",0,"TA","TA","CBlock","NoB","NoB","NoB","NoB",0,"NoB",0,0,0,"Y","SBrkr",1048,0,0,1048,0,0,1,0,3,1,"TA",7,"Min1",0,"Detchd","Unf",2,420,"TA","Y",0,27,0,0,0,0,"NoF","NoM",0,"7","2008","WD",58,58,58,98300,0,0,0,1,0,1,0,50,48.6477537263828,26200,222.045907625104,25
"648","20","RL",85,10452,"Pave","NoA","IR1","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",6,5,"Hip","Wd Sdng","Wd Sdng","Stone",216,"TA","TA","CBlock","TA","TA","Mn","Rec",500,"Unf",0,594,1094,"Y","SBrkr",1094,0,0,1094,0,0,1,0,3,1,"TA",5,"Typ",2,"Attchd","RFn",2,495,"TA","Y",0,0,0,0,287,0,"NoF","NoM",0,"6","2008","WD",55,55,55,155000,0,0,1,1,0,1,0,72,57.9397648476276,39384,333.163750559058,36
"649","60","RL",70,7700,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","PosN","Norm","1Fam","2Story",6,5,"Gable","MetalSd","MetalSd","BrkFace",351,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,756,756,"Y","SBrkr",1051,788,0,1839,0,0,1,1,4,1,"TA",7,"Typ",1,"Attchd","Unf",2,442,"TA","Y",0,124,216,0,0,0,"NoF","NoM",0,"6","2010","WD",44,44,44,155000,0,0,0,1,0,1,0,72,70.0527653659913,66204,322.163121882304,36
"650","180","RM",21,1936,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SFoyer",4,6,"Gable","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","TA","Av","BLQ",131,"GLQ",499,0,630,"Y","SBrkr",630,0,0,630,1,0,1,0,1,1,"TA",3,"Typ",0,"NoG","NoG",0,0,"NoG","Y",0,0,0,0,0,0,"MnPrv","NoM",0,"12","2007","WD",37,37,0,84500,0,0,0,0,0,1,0,0,17.5777966186898,10080,121.094068285384,16
"651","60","FV",65,8125,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,6,"Gable","CemntBd","CmentBd","Stone",210,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,813,813,"Y","SBrkr",822,843,0,1665,0,0,2,1,3,1,"Gd",7,"Typ",0,"Attchd","RFn",2,562,"TA","Y",0,0,0,0,0,0,"NoF","NoM",0,"5","2008","WD",1,1,1,205950,0,0,1,1,0,1,0,98,95.3495973037104,81585,441.132349352699,49
"652","70","RL",60,9084,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Artery","Norm","1Fam","2Story",4,5,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Mn","Unf",0,"Unf",0,755,755,"Y","SBrkr",755,755,0,1510,1,0,1,0,4,1,"TA",7,"Typ",1,"Detchd","Unf",1,296,"Po","P",120,0,0,0,0,0,"MnPrv","NoM",0,"10","2009","WD",69,59,69,108000,0,0,0,0,0,1,0,16,31.134562384885,24160,145.828318451607,16
"653","60","RL",70,8750,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,880,880,"Y","SBrkr",909,807,0,1716,0,0,2,1,2,1,"Gd",7,"Typ",1,"Attchd","RFn",2,512,"TA","Y",0,120,0,0,0,0,"NoF","NoM",0,"7","2009","WD",13,13,13,191000,0,0,1,1,0,1,0,98,95.3495973037104,84084,444.763639988231,49
"654","50","RM",60,10320,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",6,7,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,756,756,"Y","SBrkr",756,713,0,1469,0,0,1,0,3,1,"TA",7,"Typ",0,"Detchd","Unf",1,216,"TA","Y",57,0,239,0,0,0,"MnPrv","NoM",0,"6","2008","WD",102,13,102,135000,0,0,1,1,0,1,0,36,70.0527653659913,52884,332.70620540528,36
"655","20","RL",91,10437,"Pave","NoA","IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","1Story",8,6,"Hip","MetalSd","MetalSd","BrkFace",660,"Gd","Gd","PConc","Gd","TA","Gd","GLQ",1696,"Unf",0,413,2109,"Y","SBrkr",2113,0,0,2113,1,0,2,1,2,1,"Gd",7,"Typ",1,"Attchd","Fin",3,839,"TA","Y",236,46,0,0,0,0,"NoF","NoM",0,"8","2008","WD",13,13,13,350000,0,0,1,1,0,1,0,192,124.53824953954,135232,592.199197684483,64
"656","160","RM",21,1680,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,5,"Gable","HdBoard","ImStucc","BrkFace",381,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,525,525,"Y","SBrkr",525,567,0,1092,0,0,1,1,3,1,"TA",6,"Typ",0,"Detchd","Unf",1,264,"TA","Y",0,0,0,0,0,0,"NoF","NoM",0,"3","2010","WD",39,39,39,88000,0,0,0,1,0,1,0,36,64.50334089221,39312,267.355766606303,36
"657","20","RL",72,10007,"Pave","NoA","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,"Gable","HdBoard","HdBoard","BrkFace",54,"Gd","TA","CBlock","TA","TA","No","ALQ",806,"Unf",0,247,1053,"Y","SBrkr",1053,0,0,1053,1,0,1,1,3,1,"Gd",5,"Typ",0,"Attchd","RFn",1,312,"TA","Y",0,0,0,0,0,0,"MnPrv","NoM",0,"8","2008","WD",49,2,49,145500,0,0,1,1,0,1,0,25,40.2359478108525,26325,230.276003177261,25
"658","70","RL",60,7200,"Pave","NoA","Reg","HLS","AllPub","Inside","Mod","Crawfor","Norm","Norm","1Fam","2Story",7,6,"Gable","Stucco","Wd Shng","None",0,"TA","Fa","BrkTil","Gd","TA","No","Unf",0,"Unf",0,776,776,"Y","SBrkr",851,651,0,1502,0,0,1,1,3,1,"TA",6,"Typ",1,"Attchd","RFn",1,270,"TA","P",0,0,112,0,0,0,"MnPrv","NoM",0,"2","2008","WD",77,8,77,149000,0,0,0,1,0,1,0,49,87.7962139921747,73598,435.209978945203,49
"659","50","RL",78,17503,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin",6,5,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,912,912,"Y","SBrkr",912,546,0,1458,0,1,1,0,3,1,"TA",6,"Typ",1,"Attchd","Unf",1,330,"TA","Y",192,0,0,0,0,0,"NoF","NoM",0,"1","2010","WD",62,60,62,97500,0,0,0,1,0,1,0,36,64.50334089221,52488,351.72459265647,36
"660","20","RL",75,9937,"Pave","NoA","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,7,"Hip","MetalSd","MetalSd","None",0,"TA","Gd","PConc","TA","TA","No","BLQ",637,"Unf",0,849,1486,"Y","SBrkr",1486,0,0,1486,1,0,1,0,3,1,"TA",7,"Typ",0,"Detchd","Fin",2,480,"TA","Y",0,0,0,0,0,0,"MnPrv","NoM",0,"3","2009","WD",45,10,41,167000,0,0,1,1,0,1,0,50,48.6477537263828,37150,230.100511080784,25
"661","60","RL",0,12384,"Pave","NoA","Reg","Lvl","AllPub","CulDSac","Gtl","NWAmes","Norm","Norm","1Fam","2Story",7,7,"Gable","Plywood","Plywood","BrkFace",233,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,793,793,"Y","SBrkr",1142,793,0,1935,0,0,2,1,3,1,"TA",7,"Typ",1,"Attchd","RFn",2,550,"TA","Y",0,113,252,0,0,0,"NoF","NoM",0,"11","2007","WD",31,31,31,197900,0,0,0,1,0,1,0,98,95.3495973037104,94815,461.783869195646,49
"662","60","RL",52,46589,"Pave","NoA","IR2","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,7,"Hip","VinylSd","VinylSd","BrkFace",528,"Gd","TA","PConc","Gd","Gd","No","GLQ",1361,"Rec",180,88,1629,"Y","SBrkr",1686,762,0,2448,1,0,2,1,4,1,"Gd",8,"Typ",1,"Attchd","RFn",3,711,"TA","Y",517,76,0,0,0,0,"NoF","NoM",0,"7","2009","WD",15,4,15,402000,0,0,1,1,0,1,0,192,133.084258667509,156672,687.943663407811,64
